id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
236325,Tauraco,schuettii,,Black-billed Turaco,Martin St-Michel,Uganda,"Ruhija, Bwindi Impenetrable Forest, Kisoro, Western Region",-1.062,29.7865,2400,song,//xeno-canto.org/236325,https://xeno-canto.org/236325/download,XC236325-Tauraco schuettii (Ruhija-2015-02-26-14h32) LS114274.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC236325-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC236325-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC236325-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC236325-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:13,14:32,2015-02-26,2015-04-17,[''],"Habitat: primary montane forest, secondary growth forest.",no,no
740025,Tauraco,schuettii,,Black-billed Turaco,Peter Boesman,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,,song,//xeno-canto.org/740025,https://xeno-canto.org/740025/download,XC740025-LS_51304 Black-billed Turaco song B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740025-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740025-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740025-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740025-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:39,08:00,2022-06-26,2022-07-27,[''],,unknown,unknown
740024,Tauraco,schuettii,,Black-billed Turaco,Peter Boesman,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,,song,//xeno-canto.org/740024,https://xeno-canto.org/740024/download,XC740024-LS_51273 Black-billed Turaco song B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740024-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740024-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740024-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740024-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:12,16:00,2022-06-25,2022-07-27,[''],,unknown,unknown
700619,Tauraco,schuettii,,Black-billed Turaco,András Schmidt,Uganda,"Kinkiizi (near  Buhoma), Wilaya ya Kanungu, Mkoa wa Magharibi",-1.0109,29.62,1600,uncertain,//xeno-canto.org/700619,https://xeno-canto.org/700619/download,XC700619-Tauraco schuetti051102 (online-audio-converter.com).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700619-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700619-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700619-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC700619-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:26,14:30,2005-11-02,2022-02-06,['Columba iriditorques'],"No modification. The call was heard from high in the canopy of the rainforest, along the main trail.",no,no
245984,Tauraco,schuettii,,Black-billed Turaco,Martin St-Michel,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,1500,song,//xeno-canto.org/245984,https://xeno-canto.org/245984/download,XC245984-Tauraco schuettii (Buhoma-2015-03-01-09h59) LS114456.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC245984-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC245984-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC245984-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC245984-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:46,09:59,2015-03-01,2015-05-25,['Pogoniulus bilineatus'],Two individuals vocalizing. Habitat: primary evergreen forest.,no,no
237474,Tauraco,schuettii,,Black-billed Turaco,Martin St-Michel,Uganda,"Mubwindi trail, Ruhija, Bwindi Impenetrable Forest",-1.07,29.763,2200,song,//xeno-canto.org/237474,https://xeno-canto.org/237474/download,XC237474-Tauraco schuettii (Mubwindi-2015-02-27-09h56) LS114325.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237474-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237474-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237474-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237474-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:05,09:56,2015-02-27,2015-04-27,['Eurillas latirostris'],Habitat: primary montane forest.,no,no
235962,Tauraco,schuettii,,Black-billed Turaco,Martin St-Michel,Uganda,"Ruhija, Bwindi Impenetrable Forest, Kisoro, Western Region",-1.062,29.7865,2400,song,//xeno-canto.org/235962,https://xeno-canto.org/235962/download,XC235962-Tauraco schuettii (Ruhija-2015-02-26-10h34) LS114265.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC235962-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC235962-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC235962-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC235962-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:17,10:34,2015-02-26,2015-04-15,[''],Habitat: primary montane forest.,yes,no
59088,Tauraco,schuettii,,Black-billed Turaco,Marcell Claassen,Uganda,"Mubwindi trail, Ruhija, Bwindi Impenetrable Forest",-1.07,29.763,2153,call,//xeno-canto.org/59088,https://xeno-canto.org/59088/download,Black-billedTuraco.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59088-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59088-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59088-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59088-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:30,10:35,2010-06-17,2010-08-03,[''],3-4 birds calling,unknown,unknown
41200,Tauraco,schuettii,,Black-billed Turaco,Louis Boon,Uganda,Bwindi NP ,-1.026308,29.679222,1800,call,//xeno-canto.org/41200,https://xeno-canto.org/41200/download,blbilledturaco.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41200-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41200-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41200-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41200-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:29,10:00,2009-08-09,2009-12-06,[''],,unknown,unknown
430378,Tauraco,schuettii,,Black-billed Turaco,Bram Vogels,Uganda,"Bufumbira (near  Kisoro), Kisoro, Western Region",-1.1166,29.7102,1900,call,//xeno-canto.org/430378,https://xeno-canto.org/430378/download,XC430378-Black-billed turaco 180714 Rushaga atypical.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EJIITXAJNY/ffts/XC430378-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EJIITXAJNY/ffts/XC430378-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EJIITXAJNY/ffts/XC430378-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EJIITXAJNY/ffts/XC430378-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:44,00:00,2018-07-14,2018-08-10,[''],,yes,no
157023,Tauraco,schuettii,,Black-billed Turaco,Hans Groot,Uganda,"Buhoma1, Bwindi Impenetrable Forest",-0.989,29.616,1500,call,//xeno-canto.org/157023,https://xeno-canto.org/157023/download,XC157023-Black-billed Turaco Buhoma 200213.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157023-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157023-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157023-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157023-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:17,11:00,2013-02-20,2013-12-07,[''],,yes,no
366596,Tauraco,schuettii,,Black-billed Turaco,Mathias D'haen,Uganda,"Busongora, Kasese, Western Region",0.2298,29.9619,2200,song,//xeno-canto.org/366596,https://xeno-canto.org/366596/download,XC366596-Black-billed Turaco.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366596-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366596-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366596-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366596-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:13,10:30,2017-04-15,2017-04-27,[''],"Habitat: Edge of bamboo zone with untouched tropical rainforest. 
Recording modifications: Highpass filter, unsuitable parts cut out of audiofragment, soundtrack was amplified.",yes,no
740023,Tauraco,leucolophus,,White-crested Turaco,Peter Boesman,Uganda,Murchison falls National Park,2.44932,31.51391,,song,//xeno-canto.org/740023,https://xeno-canto.org/740023/download,XC740023-LS_50660 White-crested Turaco song B Green-headed Sunbird call C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740023-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740023-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740023-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740023-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:18,10:00,2022-06-16,2022-07-27,['Cyanomitra verticalis'],,unknown,unknown
709752,Ruwenzorornis,johnstoni,,Rwenzori Turaco,András Schmidt,Uganda,"Bufumbira (near  Bwanjebe), Wilaya ya Kisoro, Mkoa wa Magharibi",-1.3853,29.5993,3200,call,//xeno-canto.org/709752,https://xeno-canto.org/709752/download,XC709752-Tauraco johnstoni051124.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709752-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709752-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709752-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709752-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,3:02,12:00,2005-11-24,2022-03-20,[''],"No modification. No exact coordinates, on the way to Mt. Sabinyo.",unknown,no
703398,Ruwenzorornis,johnstoni,,Rwenzori Turaco,András Schmidt,Uganda,"Bufumbira (near  Bwanjebe), Wilaya ya Kisoro, Mkoa wa Magharibi",-1.3644,29.6118,2500,"call, life stage uncertain, sex uncertain",//xeno-canto.org/703398,https://xeno-canto.org/703398/download,XC703398-Musophaga johnstoni051120a (online-audio-converter.com).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703398-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703398-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703398-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703398-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:20,13:00,2005-11-20,2022-02-20,[''],No modification. Along the trail to Mt. Sabinyo. No exact coordinates.,unknown,no
366595,Ruwenzorornis,johnstoni,,Rwenzori Turaco,Mathias D'haen,Uganda,"Busongora, Kasese, Western Region",0.2298,29.9619,2200,song,//xeno-canto.org/366595,https://xeno-canto.org/366595/download,XC366595-Rwenzori Turaco1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366595-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366595-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366595-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366595-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:15,10:30,2017-04-15,2017-04-27,[''],"Habitat: Edge of bamboo zone with untouched tropical rainforest. 
Recording modifications: Highpass filter, unsuitable parts cut out of audiofragment, soundtrack was amplified.",yes,no
366594,Ruwenzorornis,johnstoni,,Rwenzori Turaco,Mathias D'haen,Uganda,"Busongora, Kasese, Western Region",0.2298,29.9619,2200,call,//xeno-canto.org/366594,https://xeno-canto.org/366594/download,XC366594-Rwenzori Turaco.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366594-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366594-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366594-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DTOKMUUTDG/ffts/XC366594-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:28,10:30,2017-04-15,2017-04-27,[''],"Habitat: Edge of bamboo zone with untouched tropical rainforest. 
Recording modifications: Highpass filter, unsuitable parts cut out of audiofragment, soundtrack was amplified.",yes,no
709760,Ruwenzorornis,johnstoni,,Rwenzori Turaco,András Schmidt,Uganda,"Bufumbira (near  Bwanjebe), Wilaya ya Kisoro, Mkoa wa Magharibi",-1.3853,29.5994,3200,call,//xeno-canto.org/709760,https://xeno-canto.org/709760/download,XC709760-Tauraco johnstoni051124a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709760-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709760-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709760-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC709760-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,3:30,12:00,2005-11-24,2022-03-20,[''],"No modification. No exact coordinates, on the way to Mt. Sabinyo.",unknown,no
703402,Ruwenzorornis,johnstoni,,Rwenzori Turaco,András Schmidt,Uganda,"Bufumbira (near  Bwanjebe), Wilaya ya Kisoro, Mkoa wa Magharibi",-1.3644,29.6118,2500,"call, life stage uncertain, sex uncertain",//xeno-canto.org/703402,https://xeno-canto.org/703402/download,XC703402-Musophaga johnstoni051120b (online-audio-converter.com).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703402-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703402-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703402-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC703402-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:47,14:00,2005-11-20,2022-02-20,[''],No modification. Along the trail to Mt. Sabinyo. No exact coordinates. Perhaps Streaky Seedeater singing in the background.,unknown,no
739842,Musophaga,rossae,,Ross's Turaco,Peter Boesman,Uganda,"Kibale National Park, Western Region",0.4698,30.3672,,call,//xeno-canto.org/739842,https://xeno-canto.org/739842/download,XC739842-LS_50936 Ross Turaco agressive call A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739842-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739842-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739842-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739842-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:23,11:00,2022-06-20,2022-07-27,[''],Agressive calls between two birds with a third (female?) next to them.,unknown,unknown
739841,Musophaga,rossae,,Ross's Turaco,Peter Boesman,Uganda,"Kibale National Park, Western Region",0.4698,30.3672,,call,//xeno-canto.org/739841,https://xeno-canto.org/739841/download,XC739841-LS_50934 Ross Turaco agressive calls between 2 birds A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739841-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739841-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739841-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739841-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:49,10:00,2022-06-20,2022-07-27,[''],Agressive calls between two birds with a third (female?) next to them.,unknown,unknown
739840,Musophaga,rossae,,Ross's Turaco,Peter Boesman,Uganda,"Kibale National Park, Western Region",0.4698,30.3672,,call,//xeno-canto.org/739840,https://xeno-canto.org/739840/download,XC739840-LS_50930 Ross Turaco call and chorus C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739840-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739840-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739840-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739840-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:44,10:00,2022-06-20,2022-07-27,[''],Call and chorus,unknown,unknown
282066,Musophaga,rossae,,Ross's Turaco,Rolf A. de By,Uganda,Lake Mburo National Park,-0.64,30.95,1255,distress call,//xeno-canto.org/282066,https://xeno-canto.org/282066/download,XC282066-rdb_13092015_0852_Rosss_Turaco.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282066-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282066-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282066-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282066-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:05,08:52,2015-09-13,2015-09-20,[''],,yes,no
537043,Musophaga,rossae,,Ross's Turaco,Magnus Wadstein,Uganda,Rwakobo Lodge,-0.53,31,1300,song,//xeno-canto.org/537043,https://xeno-canto.org/537043/download,XC537043-200301_0451 Ross.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC537043-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC537043-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC537043-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC537043-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:10,08:00,2020-03-01,2020-03-22,"['Cisticola woosnami', 'Pycnonotus tricolor', 'Centropus superciliosus']",,no,no
433318,Corythaixoides,personatus,leopoldi,Bare-faced Go-away-bird,Barry Edmonston,Uganda,"Nyabushozi, Kiruhura, Western Region",-0.5746,30.9893,1300,call,//xeno-canto.org/433318,https://xeno-canto.org/433318/download,XC433318-Bare-faced Go-away-bird.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC433318-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC433318-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC433318-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC433318-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:13,07:30,2018-08-13,2018-09-06,[''],"Natural calls from two individuals, flying from  cactus top to cactus top, calling after perching, and continuing flights and calling several times.  Recorded from a rocky outcropping with strong winds, and filtered below 2000 Hz. to reduce wind noise.",yes,no
138434,Crinifer,zonurus,,Eastern Plantain-eater,Bram Piot,Uganda,"Botanical Gardens Entebbe, Wakisso District",0.064,32.479,1100,call,//xeno-canto.org/138434,https://xeno-canto.org/138434/download,XC138434-EasternGreyPlantaineater_Entebbe_20130612_181613_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138434-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138434-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138434-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138434-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:34,18:15,2013-06-12,2013-06-14,['Pycnonotus tricolor'],"Single bird calling from dense forest patch, shortly before dusk.",no,no
138294,Crinifer,zonurus,,Eastern Plantain-eater,Bram Piot,Uganda,"Botanical Gardens Entebbe, Wakisso District",0.064,32.479,1100,call,//xeno-canto.org/138294,https://xeno-canto.org/138294/download,XC138294-EasternGreyPlantaineater_Entebbe_20130609_073032_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138294-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138294-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138294-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138294-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,1:07,07:30,2013-06-09,2013-06-13,"['Chrysococcyx cupreus', 'Pycnonotus tricolor', 'Cinnyris chloropygius', 'Camaroptera brevicaudata', 'Centropus superciliosus']",,yes,no
116726,Crinifer,zonurus,,Eastern Plantain-eater,Rory Nefdt,Uganda,"Lake Victoria Serena Resort, Kyadondo, Mpigi, Central Region",0.2046,32.5836,1200,call,//xeno-canto.org/116726,https://xeno-canto.org/116726/download,XC116726-1. Eastern_Plantain_Eater_VictoriaSerena_Uganda_17Dec12_1820.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116726-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116726-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116726-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116726-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:25,18:00,2012-12-17,2013-01-06,[''],Very common in hotel garden and along the shore of Lake Victoria.,yes,no
431636,Crinifer,zonurus,,Eastern Plantain-eater,Barry Edmonston,Uganda,"Nakaseke, Nakaseke, Central Region",1.3169,31.9051,1100,call,//xeno-canto.org/431636,https://xeno-canto.org/431636/download,XC431636-Eastern Plantain-eater.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC431636-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC431636-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC431636-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FHQVLXJQKW/ffts/XC431636-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:27,15:00,2018-07-26,2018-08-21,[''],,yes,no
739778,Lissotis,melanogaster,,Black-bellied Bustard,Peter Boesman,Uganda,North gate area Murchison falls NP,2.463702,31.530319,,call,//xeno-canto.org/739778,https://xeno-canto.org/739778/download,XC739778-LS_50623 Black-bellied Bustard call C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739778-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739778-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739778-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739778-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:09,17:30,2022-06-15,2022-07-27,[''],,unknown,unknown
282003,Lissotis,melanogaster,melanogaster,Black-bellied Bustard,Rolf A. de By,Uganda,Lake Mburo National Park,-0.66,30.98,1255,call,//xeno-canto.org/282003,https://xeno-canto.org/282003/download,XC282003-rdb_10092015_1741_Blackbellied_Bustard.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282003-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282003-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282003-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282003-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:46,17:41,2015-09-10,2015-09-20,[''],"First at first nearby, slowly distancing",yes,no
281989,Lissotis,melanogaster,melanogaster,Black-bellied Bustard,Rolf A. de By,Uganda,Lake Mburo National Park,-0.62,30.98,1255,call,//xeno-canto.org/281989,https://xeno-canto.org/281989/download,XC281989-rdb_10092015_0755_Black-bellied_Bustard.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281989-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281989-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281989-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281989-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:14,07:55,2015-09-10,2015-09-20,[''],,yes,no
41194,Centropus,leucogaster,,Black-throated Coucal,Louis Boon,Uganda,Semuliki Forest NP,0.827379,30.039711,600,call,//xeno-canto.org/41194,https://xeno-canto.org/41194/download,bl thr coucal.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41194-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41194-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41194-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41194-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:39,08:00,2009-08-04,2009-12-05,[''],Bird came in to playback of this recording,unknown,unknown
